SEQUENCE,CLASSIFICATION
SRR20766474.6743.1,Non-viral
SRR20766474.6746.1,Non-viral
SRR20766474.6753.1,Non-viral
SRR20766474.6755.1,Non-viral
SRR20766474.6760.1,Non-viral
SRR20766474.6765.1,Non-viral
SRR20766474.6766.1,Non-viral
SRR20766474.6777.1,Non-viral
SRR20766474.6780.1,Non-viral
SRR20766474.6781.1,Non-viral
SRR20766474.6782.1,Non-viral
SRR20766474.6783.1,Non-viral
SRR20766474.6786.1,Non-viral
SRR20766474.6789.1,Non-viral
SRR20766474.6790.1,Non-viral
SRR20766474.6792.1,Non-viral
SRR20766474.6793.1,Non-viral
SRR20766474.6794.1,Non-viral
SRR20766474.6795.1,Non-viral
SRR20766474.6796.1,Non-viral
SRR20766474.6797.1,Non-viral
SRR20766474.6798.1,Non-viral
SRR20766474.6799.1,Non-viral
SRR20766474.6800.1,Non-viral
SRR20766474.6803.1,Non-viral
SRR20766474.6804.1,Non-viral
SRR20766474.6805.1,Non-viral
SRR20766474.6811.1,Non-viral
SRR20766474.6812.1,Non-viral
SRR20766474.6817.1,Non-viral
SRR20766474.6822.1,Non-viral
SRR20766474.6825.1,Non-viral
SRR20766474.6829.1,Non-viral
SRR20766474.6836.1,Non-viral
SRR20766474.6837.1,Non-viral
SRR20766474.6841.1,Non-viral
SRR20766474.6844.1,Non-viral
SRR20766474.6849.1,Non-viral
SRR20766474.6851.1,Non-viral
SRR20766474.6853.1,Non-viral
SRR20766474.6854.1,Non-viral
SRR20766474.6855.1,Non-viral
SRR20766474.6861.1,Non-viral
SRR20766474.6862.1,Non-viral
SRR20766474.6863.1,Non-viral
SRR20766474.6864.1,Non-viral
SRR20766474.6878.1,Non-viral
SRR20766474.6895.1,Non-viral
SRR20766474.6896.1,Non-viral
SRR20766474.6900.1,Non-viral
SRR20766474.6903.1,Non-viral
SRR20766474.6904.1,Non-viral
SRR20766474.6907.1,Non-viral
SRR20766474.6908.1,Non-viral
SRR20766474.6909.1,Non-viral
SRR20766474.6911.1,Non-viral
SRR20766474.6912.1,Non-viral
SRR20766474.6914.1,Non-viral
SRR20766474.6917.1,Non-viral
SRR20766474.6918.1,Non-viral
SRR20766474.6920.1,Non-viral
SRR20766474.6921.1,Non-viral
SRR20766474.6923.1,Non-viral
SRR20766474.6924.1,Non-viral
SRR20766474.6927.1,Non-viral
SRR20766474.6929.1,Non-viral
SRR20766474.6930.1,Non-viral
SRR20766474.6936.1,Non-viral
SRR20766474.6937.1,Non-viral
SRR20766474.6939.1,Non-viral
SRR20766474.6941.1,Non-viral
SRR20766474.6942.1,Non-viral
SRR20766474.6943.1,Non-viral
SRR20766474.6944.1,Non-viral
SRR20766474.6945.1,Non-viral
SRR20766474.6947.1,Non-viral
SRR20766474.6952.1,Non-viral
SRR20766474.6953.1,Non-viral
SRR20766474.6955.1,Non-viral
SRR20766474.6957.1,Non-viral
SRR20766474.6959.1,Non-viral
SRR20766474.6962.1,Non-viral
SRR20766474.6971.1,Non-viral
SRR20766474.6972.1,Non-viral
SRR20766474.6973.1,Non-viral
SRR20766474.6975.1,Non-viral
SRR20766474.6977.1,Non-viral
SRR20766474.6980.1,Non-viral
SRR20766474.6982.1,Non-viral
SRR20766474.6983.1,Non-viral
SRR20766474.6985.1,Non-viral
SRR20766474.6987.1,Non-viral
SRR20766474.6988.1,Non-viral
SRR20766474.6989.1,Non-viral
SRR20766474.6991.1,Non-viral
SRR20766474.6993.1,Non-viral
SRR20766474.6994.1,Non-viral
SRR20766474.6995.1,Non-viral
SRR20766474.6997.1,Non-viral
SRR20766474.6998.1,Non-viral
SRR20766474.7000.1,Non-viral
SRR20766474.7005.1,Non-viral
SRR20766474.7006.1,Non-viral
SRR20766474.7009.1,Non-viral
SRR20766474.7010.1,Non-viral
SRR20766474.7012.1,Non-viral
SRR20766474.7013.1,Non-viral
SRR20766474.7014.1,Non-viral
SRR20766474.7016.1,Non-viral
SRR20766474.7018.1,Non-viral
SRR20766474.7021.1,Non-viral
SRR20766474.7022.1,Non-viral
SRR20766474.7024.1,Non-viral
SRR20766474.7026.1,Non-viral
SRR20766474.7032.1,Non-viral
SRR20766474.7035.1,Non-viral
SRR20766474.7036.1,Non-viral
SRR20766474.7040.1,Non-viral
SRR20766474.7041.1,Non-viral
SRR20766474.7042.1,Non-viral
SRR20766474.7044.1,Non-viral
SRR20766474.7045.1,Non-viral
SRR20766474.7047.1,Non-viral
SRR20766474.7051.1,Non-viral
SRR20766474.7053.1,Non-viral
SRR20766474.7056.1,Non-viral
SRR20766474.7057.1,Non-viral
SRR20766474.7060.1,Non-viral
SRR20766474.7063.1,Non-viral
SRR20766474.7073.1,Non-viral
SRR20766474.7078.1,Non-viral
SRR20766474.7080.1,Non-viral
SRR20766474.7083.1,Non-viral
SRR20766474.7085.1,Non-viral
SRR20766474.7088.1,Non-viral
SRR20766474.7091.1,Non-viral
SRR20766474.7094.1,Non-viral
SRR20766474.7097.1,Non-viral
SRR20766474.7098.1,Non-viral
SRR20766474.7099.1,Non-viral
SRR20766474.7100.1,Non-viral
SRR20766474.7103.1,Non-viral
SRR20766474.7112.1,Non-viral
SRR20766474.7113.1,Non-viral
SRR20766474.7115.1,Non-viral
SRR20766474.7117.1,Non-viral
SRR20766474.7124.1,Non-viral
SRR20766474.7125.1,Non-viral
SRR20766474.7126.1,Non-viral
SRR20766474.7128.1,Non-viral
SRR20766474.7129.1,Non-viral
SRR20766474.7132.1,Non-viral
SRR20766474.7133.1,Non-viral
SRR20766474.7137.1,Non-viral
SRR20766474.7138.1,Non-viral
SRR20766474.7139.1,Non-viral
SRR20766474.7143.1,Non-viral
SRR20766474.7144.1,Non-viral
SRR20766474.7145.1,Non-viral
SRR20766474.7146.1,Non-viral
SRR20766474.7148.1,Non-viral
SRR20766474.7152.1,Non-viral
SRR20766474.7154.1,Non-viral
SRR20766474.7162.1,Non-viral
SRR20766474.7163.1,Non-viral
SRR20766474.7164.1,Non-viral
SRR20766474.7168.1,Non-viral
SRR20766474.7169.1,Non-viral
SRR20766474.7170.1,Non-viral
SRR20766474.7175.1,Non-viral
SRR20766474.7177.1,Non-viral
SRR20766474.7182.1,Non-viral
SRR20766474.7185.1,Non-viral
SRR20766474.7188.1,Non-viral
SRR20766474.7189.1,Non-viral
SRR20766474.7191.1,Non-viral
SRR20766474.7195.1,Non-viral
SRR20766474.7197.1,Non-viral
SRR20766474.7203.1,Non-viral
SRR20766474.7204.1,Non-viral
SRR20766474.7209.1,Non-viral
SRR20766474.7210.1,Non-viral
SRR20766474.7211.1,Non-viral
SRR20766474.7212.1,Non-viral
SRR20766474.7214.1,Non-viral
SRR20766474.7215.1,Non-viral
SRR20766474.7224.1,Non-viral
SRR20766474.7227.1,Non-viral
SRR20766474.7232.1,Non-viral
SRR20766474.7233.1,Non-viral
SRR20766474.7234.1,Non-viral
SRR20766474.7235.1,Non-viral
SRR20766474.7237.1,Non-viral
SRR20766474.7238.1,Non-viral
SRR20766474.7242.1,Non-viral
SRR20766474.7243.1,Non-viral
SRR20766474.7244.1,Non-viral
SRR20766474.7245.1,Non-viral
SRR20766474.7249.1,Non-viral
SRR20766474.7251.1,Non-viral
SRR20766474.7252.1,Non-viral
SRR20766474.7255.1,Non-viral
SRR20766474.7256.1,Non-viral
SRR20766474.7257.1,Non-viral
SRR20766474.7267.1,Non-viral
SRR20766474.7269.1,Non-viral
SRR20766474.7275.1,Non-viral
SRR20766474.7276.1,Non-viral
SRR20766474.7280.1,Non-viral
SRR20766474.7283.1,Non-viral
SRR20766474.7285.1,Non-viral
SRR20766474.7286.1,Non-viral
SRR20766474.7290.1,Non-viral
SRR20766474.7291.1,Non-viral
SRR20766474.7292.1,Non-viral
SRR20766474.7296.1,Non-viral
SRR20766474.7298.1,Non-viral
SRR20766474.7303.1,Non-viral
SRR20766474.7306.1,Non-viral
SRR20766474.7309.1,Non-viral
SRR20766474.7310.1,Non-viral
SRR20766474.7312.1,Non-viral
SRR20766474.7314.1,Non-viral
SRR20766474.7318.1,Non-viral
SRR20766474.7320.1,Non-viral
SRR20766474.7321.1,Non-viral
SRR20766474.7324.1,Non-viral
SRR20766474.7326.1,Non-viral
SRR20766474.7329.1,Non-viral
SRR20766474.7331.1,Non-viral
SRR20766474.7335.1,Non-viral
SRR20766474.7339.1,Non-viral
SRR20766474.7346.1,Non-viral
SRR20766474.7351.1,Non-viral
SRR20766474.7356.1,Non-viral
SRR20766474.7359.1,Non-viral
SRR20766474.7361.1,Non-viral
SRR20766474.7363.1,Non-viral
SRR20766474.7365.1,Non-viral
SRR20766474.7367.1,Non-viral
SRR20766474.7369.1,Non-viral
SRR20766474.7378.1,Non-viral
SRR20766474.7379.1,Non-viral
SRR20766474.7382.1,Non-viral
SRR20766474.7386.1,Non-viral
SRR20766474.7387.1,Non-viral
SRR20766474.7388.1,Non-viral
SRR20766474.7397.1,Non-viral
SRR20766474.7402.1,Non-viral
SRR20766474.7408.1,Non-viral
SRR20766474.7415.1,Non-viral
SRR20766474.7420.1,Non-viral
SRR20766474.7421.1,Non-viral
SRR20766474.7423.1,Non-viral
SRR20766474.7426.1,Non-viral
SRR20766474.7432.1,Non-viral
SRR20766474.7433.1,Non-viral
SRR20766474.7435.1,Non-viral
SRR20766474.7437.1,Non-viral
SRR20766474.7440.1,Non-viral
SRR20766474.7441.1,Non-viral
SRR20766474.7444.1,Non-viral
SRR20766474.7447.1,Non-viral
SRR20766474.7453.1,Non-viral
SRR20766474.7454.1,Non-viral
SRR20766474.7458.1,Non-viral
SRR20766474.7462.1,Non-viral
SRR20766474.7463.1,Non-viral
SRR20766474.7465.1,Non-viral
SRR20766474.7466.1,Non-viral
SRR20766474.7467.1,Non-viral
SRR20766474.7470.1,Non-viral
SRR20766474.7476.1,Non-viral
SRR20766474.7478.1,Non-viral
SRR20766474.7482.1,Non-viral
SRR20766474.7483.1,Non-viral
SRR20766474.7486.1,Non-viral
SRR20766474.7491.1,Non-viral
SRR20766474.7492.1,Non-viral
SRR20766474.7493.1,Non-viral
SRR20766474.7496.1,Non-viral
SRR20766474.7497.1,Non-viral
SRR20766474.7501.1,Non-viral
SRR20766474.7503.1,Non-viral
SRR20766474.7508.1,Non-viral
SRR20766474.7512.1,Non-viral
SRR20766474.7513.1,Non-viral
SRR20766474.7516.1,Non-viral
SRR20766474.7518.1,Non-viral
SRR20766474.7521.1,Non-viral
SRR20766474.7528.1,Non-viral
SRR20766474.7529.1,Non-viral
SRR20766474.7530.1,Non-viral
SRR20766474.7531.1,Non-viral
SRR20766474.7534.1,Non-viral
SRR20766474.7538.1,Non-viral
SRR20766474.7542.1,Non-viral
SRR20766474.7545.1,Non-viral
SRR20766474.7547.1,Non-viral
SRR20766474.7549.1,Non-viral
SRR20766474.7552.1,Non-viral
SRR20766474.7554.1,Non-viral
SRR20766474.7556.1,Non-viral
SRR20766474.7559.1,Non-viral
SRR20766474.7562.1,Non-viral
SRR20766474.7564.1,Non-viral
SRR20766474.7567.1,Non-viral
SRR20766474.7569.1,Non-viral
SRR20766474.7570.1,Non-viral
SRR20766474.7571.1,Non-viral
SRR20766474.7583.1,Non-viral
SRR20766474.7584.1,Non-viral
SRR20766474.7587.1,Non-viral
SRR20766474.7588.1,Non-viral
SRR20766474.7592.1,Non-viral
SRR20766474.7597.1,Non-viral
SRR20766474.7602.1,Non-viral
SRR20766474.7603.1,Non-viral
SRR20766474.7604.1,Non-viral
SRR20766474.7614.1,Non-viral
SRR20766474.7616.1,Non-viral
SRR20766474.7617.1,Non-viral
SRR20766474.7619.1,Non-viral
SRR20766474.7620.1,Non-viral
SRR20766474.7622.1,Non-viral
SRR20766474.7625.1,Non-viral
SRR20766474.7628.1,Non-viral
SRR20766474.7629.1,Non-viral
SRR20766474.7630.1,Non-viral
SRR20766474.7632.1,Non-viral
SRR20766474.7635.1,Non-viral
SRR20766474.7647.1,Non-viral
SRR20766474.7649.1,Non-viral
SRR20766474.7651.1,Non-viral
SRR20766474.7653.1,Non-viral
SRR20766474.7665.1,Non-viral
SRR20766474.7668.1,Non-viral
SRR20766474.7669.1,Non-viral
SRR20766474.7673.1,Non-viral
SRR20766474.7674.1,Non-viral
SRR20766474.7676.1,Non-viral
SRR20766474.7679.1,Non-viral
SRR20766474.7681.1,Non-viral
SRR20766474.7683.1,Non-viral
SRR20766474.7689.1,Non-viral
SRR20766474.7691.1,Non-viral
SRR20766474.7695.1,Non-viral
SRR20766474.7697.1,Non-viral
SRR20766474.7700.1,Non-viral
SRR20766474.7703.1,Non-viral
SRR20766474.7704.1,Non-viral
SRR20766474.7710.1,Non-viral
SRR20766474.7711.1,Non-viral
SRR20766474.7716.1,Non-viral
SRR20766474.7718.1,Non-viral
SRR20766474.7720.1,Non-viral
SRR20766474.7721.1,Non-viral
SRR20766474.7723.1,Non-viral
SRR20766474.7729.1,Non-viral
SRR20766474.7730.1,Non-viral
SRR20766474.7731.1,Non-viral
SRR20766474.7733.1,Non-viral
SRR20766474.7735.1,Non-viral
SRR20766474.7738.1,Non-viral
SRR20766474.7740.1,Non-viral
SRR20766474.7741.1,Non-viral
SRR20766474.7742.1,Non-viral
SRR20766474.7749.1,Non-viral
SRR20766474.7750.1,Non-viral
SRR20766474.7751.1,Non-viral
SRR20766474.7753.1,Non-viral
SRR20766474.7754.1,Non-viral
SRR20766474.7756.1,Non-viral
SRR20766474.7758.1,Non-viral
SRR20766474.7759.1,Non-viral
SRR20766474.7763.1,Non-viral
SRR20766474.7764.1,Non-viral
SRR20766474.7767.1,Non-viral
SRR20766474.7770.1,Non-viral
SRR20766474.7772.1,Non-viral
SRR20766474.7773.1,Non-viral
SRR20766474.7775.1,Non-viral
SRR20766474.7776.1,Non-viral
SRR20766474.7777.1,Non-viral
SRR20766474.7784.1,Non-viral
SRR20766474.7786.1,Non-viral
SRR20766474.7793.1,Non-viral
SRR20766474.7794.1,Non-viral
SRR20766474.7796.1,Non-viral
SRR20766474.7797.1,Non-viral
SRR20766474.7798.1,Non-viral
SRR20766474.7805.1,Non-viral
SRR20766474.7807.1,Non-viral
SRR20766474.7808.1,Non-viral
SRR20766474.7809.1,Non-viral
SRR20766474.7812.1,Non-viral
SRR20766474.7816.1,Non-viral
SRR20766474.7817.1,Non-viral
SRR20766474.7818.1,Non-viral
SRR20766474.7819.1,Non-viral
SRR20766474.7820.1,Non-viral
SRR20766474.7825.1,Non-viral
SRR20766474.7826.1,Non-viral
SRR20766474.7827.1,Non-viral
SRR20766474.7828.1,Non-viral
SRR20766474.7829.1,Non-viral
SRR20766474.7830.1,Non-viral
SRR20766474.7833.1,Non-viral
SRR20766474.7837.1,Non-viral
SRR20766474.7838.1,Non-viral
SRR20766474.7839.1,Non-viral
SRR20766474.7840.1,Non-viral
SRR20766474.7841.1,Non-viral
SRR20766474.7844.1,Non-viral
SRR20766474.7847.1,Non-viral
SRR20766474.7849.1,Non-viral
SRR20766474.7851.1,Non-viral
SRR20766474.7852.1,Non-viral
SRR20766474.7856.1,Non-viral
SRR20766474.7857.1,Non-viral
SRR20766474.7858.1,Non-viral
SRR20766474.7859.1,Non-viral
SRR20766474.7860.1,Non-viral
SRR20766474.7865.1,Non-viral
SRR20766474.7866.1,Non-viral
SRR20766474.7868.1,Non-viral
SRR20766474.7869.1,Non-viral
SRR20766474.7874.1,Non-viral
SRR20766474.7877.1,Non-viral
SRR20766474.7880.1,Non-viral
SRR20766474.7881.1,Non-viral
SRR20766474.7882.1,Non-viral
SRR20766474.7885.1,Non-viral
SRR20766474.7887.1,Non-viral
SRR20766474.7890.1,Non-viral
SRR20766474.7894.1,Non-viral
SRR20766474.7904.1,Non-viral
SRR20766474.7910.1,Non-viral
SRR20766474.7917.1,Non-viral
SRR20766474.7926.1,Non-viral
SRR20766474.7927.1,Non-viral
SRR20766474.7930.1,Non-viral
SRR20766474.7932.1,Non-viral
SRR20766474.7940.1,Non-viral
SRR20766474.7941.1,Non-viral
SRR20766474.7943.1,Non-viral
SRR20766474.7949.1,Non-viral
SRR20766474.7950.1,Non-viral
SRR20766474.7951.1,Non-viral
SRR20766474.7954.1,Non-viral
SRR20766474.7955.1,Non-viral
SRR20766474.7963.1,Non-viral
SRR20766474.7964.1,Non-viral
SRR20766474.7967.1,Non-viral
SRR20766474.7968.1,Non-viral
SRR20766474.7973.1,Non-viral
SRR20766474.7980.1,Non-viral
SRR20766474.7985.1,Non-viral
SRR20766474.7990.1,Non-viral
SRR20766474.7993.1,Non-viral
SRR20766474.7994.1,Non-viral
SRR20766474.7998.1,Non-viral
SRR20766474.8000.1,Non-viral
SRR20766474.8001.1,Non-viral
SRR20766474.8002.1,Non-viral
SRR20766474.8005.1,Non-viral
SRR20766474.8009.1,Non-viral
SRR20766474.8011.1,Non-viral
SRR20766474.8016.1,Non-viral
SRR20766474.8022.1,Non-viral
SRR20766474.8024.1,Non-viral
SRR20766474.8025.1,Non-viral
SRR20766474.8027.1,Non-viral
SRR20766474.8029.1,Non-viral
SRR20766474.8032.1,Non-viral
SRR20766474.8033.1,Non-viral
SRR20766474.8035.1,Non-viral
SRR20766474.8037.1,Non-viral
SRR20766474.8038.1,Non-viral
SRR20766474.8039.1,Non-viral
SRR20766474.8041.1,Non-viral
SRR20766474.8043.1,Non-viral
SRR20766474.8045.1,Non-viral
SRR20766474.8048.1,Non-viral
SRR20766474.8050.1,Non-viral
SRR20766474.8053.1,Non-viral
SRR20766474.8057.1,Non-viral
SRR20766474.8059.1,Non-viral
SRR20766474.8060.1,Non-viral
SRR20766474.8061.1,Non-viral
SRR20766474.8063.1,Non-viral
SRR20766474.8066.1,Non-viral
SRR20766474.8067.1,Non-viral
SRR20766474.8068.1,Non-viral
SRR20766474.8071.1,Non-viral
SRR20766474.8072.1,Non-viral
SRR20766474.8073.1,Non-viral
SRR20766474.8075.1,Non-viral
SRR20766474.8076.1,Non-viral
SRR20766474.8079.1,Non-viral
SRR20766474.8081.1,Non-viral
SRR20766474.8083.1,Non-viral
SRR20766474.8084.1,Non-viral
SRR20766474.8085.1,Non-viral
SRR20766474.8086.1,Non-viral
SRR20766474.8091.1,Non-viral
SRR20766474.8100.1,Non-viral
SRR20766474.8102.1,Non-viral
SRR20766474.8108.1,Non-viral
SRR20766474.8109.1,Non-viral
SRR20766474.8114.1,Non-viral
SRR20766474.8116.1,Non-viral
SRR20766474.8120.1,Non-viral
SRR20766474.8123.1,Non-viral
SRR20766474.8124.1,Non-viral
SRR20766474.8125.1,Non-viral
SRR20766474.8131.1,Non-viral
SRR20766474.8138.1,Non-viral
SRR20766474.8139.1,Non-viral
SRR20766474.8143.1,Non-viral
SRR20766474.8148.1,Non-viral
SRR20766474.8149.1,Non-viral
SRR20766474.8150.1,Non-viral
SRR20766474.8151.1,Non-viral
SRR20766474.8152.1,Non-viral
SRR20766474.8153.1,Non-viral
SRR20766474.8155.1,Non-viral
SRR20766474.8163.1,Non-viral
SRR20766474.8164.1,Non-viral
SRR20766474.8165.1,Non-viral
SRR20766474.8173.1,Non-viral
SRR20766474.8174.1,Non-viral
SRR20766474.8175.1,Non-viral
SRR20766474.8178.1,Non-viral
SRR20766474.8179.1,Non-viral
SRR20766474.8182.1,Non-viral
SRR20766474.8183.1,Non-viral
SRR20766474.8184.1,Non-viral
SRR20766474.8185.1,Non-viral
SRR20766474.8186.1,Non-viral
SRR20766474.8187.1,Non-viral
SRR20766474.8196.1,Non-viral
SRR20766474.8197.1,Non-viral
SRR20766474.8198.1,Non-viral
SRR20766474.8199.1,Non-viral
SRR20766474.8202.1,Non-viral
SRR20766474.8207.1,Non-viral
SRR20766474.8208.1,Non-viral
SRR20766474.8216.1,Non-viral
SRR20766474.8221.1,Non-viral
SRR20766474.8222.1,Non-viral
SRR20766474.8223.1,Non-viral
SRR20766474.8224.1,Non-viral
SRR20766474.8227.1,Non-viral
SRR20766474.8228.1,Non-viral
SRR20766474.8229.1,Non-viral
SRR20766474.8232.1,Non-viral
SRR20766474.8233.1,Non-viral
SRR20766474.8235.1,Non-viral
SRR20766474.8238.1,Non-viral
SRR20766474.8240.1,Non-viral
SRR20766474.8241.1,Non-viral
SRR20766474.8243.1,Non-viral
SRR20766474.8244.1,Non-viral
SRR20766474.8245.1,Non-viral
SRR20766474.8249.1,Non-viral
SRR20766474.8250.1,Non-viral
SRR20766474.8253.1,Non-viral
SRR20766474.8255.1,Non-viral
SRR20766474.8256.1,Non-viral
SRR20766474.8257.1,Non-viral
SRR20766474.8261.1,Non-viral
SRR20766474.8262.1,Non-viral
SRR20766474.8268.1,Non-viral
SRR20766474.8274.1,Non-viral
SRR20766474.8275.1,Non-viral
SRR20766474.8281.1,Non-viral
SRR20766474.8284.1,Non-viral
SRR20766474.8285.1,Non-viral
SRR20766474.8286.1,Non-viral
SRR20766474.8300.1,Non-viral
SRR20766474.8305.1,Non-viral
SRR20766474.8306.1,Non-viral
SRR20766474.8307.1,Non-viral
SRR20766474.8308.1,Non-viral
SRR20766474.8310.1,Non-viral
SRR20766474.8311.1,Non-viral
SRR20766474.8314.1,Non-viral
SRR20766474.8316.1,Non-viral
SRR20766474.8318.1,Non-viral
SRR20766474.8320.1,Non-viral
SRR20766474.8321.1,Non-viral
SRR20766474.8322.1,Non-viral
SRR20766474.8323.1,Non-viral
SRR20766474.8324.1,Non-viral
SRR20766474.8325.1,Non-viral
SRR20766474.8330.1,Non-viral
SRR20766474.8333.1,Non-viral
SRR20766474.8334.1,Non-viral
SRR20766474.8335.1,Non-viral
SRR20766474.8336.1,Non-viral
SRR20766474.8341.1,Non-viral
SRR20766474.8354.1,Non-viral
SRR20766474.8355.1,Non-viral
SRR20766474.8358.1,Non-viral
SRR20766474.8363.1,Non-viral
SRR20766474.8367.1,Non-viral
SRR20766474.8368.1,Non-viral
SRR20766474.8371.1,Non-viral
SRR20766474.8376.1,Non-viral
SRR20766474.8380.1,Non-viral
SRR20766474.8385.1,Non-viral
SRR20766474.8386.1,Non-viral
SRR20766474.8389.1,Non-viral
SRR20766474.8393.1,Non-viral
SRR20766474.8394.1,Non-viral
SRR20766474.8406.1,Non-viral
SRR20766474.8408.1,Non-viral
SRR20766474.8409.1,Non-viral
SRR20766474.8412.1,Non-viral
SRR20766474.8413.1,Non-viral
SRR20766474.8417.1,Non-viral
SRR20766474.8423.1,Non-viral
SRR20766474.8424.1,Non-viral
SRR20766474.8426.1,Non-viral
SRR20766474.8429.1,Non-viral
SRR20766474.8430.1,Non-viral
SRR20766474.8438.1,Non-viral
SRR20766474.8440.1,Non-viral
SRR20766474.8442.1,Non-viral
SRR20766474.8445.1,Non-viral
SRR20766474.8446.1,Non-viral
SRR20766474.8447.1,Non-viral
SRR20766474.8452.1,Non-viral
SRR20766474.8457.1,Non-viral
SRR20766474.8459.1,Non-viral
SRR20766474.8460.1,Non-viral
SRR20766474.8461.1,Non-viral
SRR20766474.8464.1,Non-viral
SRR20766474.8465.1,Non-viral
SRR20766474.8466.1,Non-viral
SRR20766474.8469.1,Non-viral
SRR20766474.8470.1,Non-viral
SRR20766474.8471.1,Non-viral
SRR20766474.8476.1,Non-viral
SRR20766474.8478.1,Non-viral
SRR20766474.8483.1,Non-viral
SRR20766474.8487.1,Non-viral
SRR20766474.8490.1,Non-viral
SRR20766474.8491.1,Non-viral
SRR20766474.8494.1,Non-viral
SRR20766474.8500.1,Non-viral
SRR20766474.8503.1,Non-viral
SRR20766474.8511.1,Non-viral
SRR20766474.8512.1,Non-viral
SRR20766474.8515.1,Non-viral
SRR20766474.8516.1,Non-viral
SRR20766474.8517.1,Non-viral
SRR20766474.8519.1,Non-viral
SRR20766474.8522.1,Non-viral
SRR20766474.8525.1,Non-viral
SRR20766474.8526.1,Non-viral
SRR20766474.8527.1,Non-viral
SRR20766474.8528.1,Non-viral
SRR20766474.8529.1,Non-viral
SRR20766474.8530.1,Non-viral
SRR20766474.8531.1,Non-viral
SRR20766474.8534.1,Non-viral
SRR20766474.8538.1,Non-viral
SRR20766474.8542.1,Non-viral
SRR20766474.8544.1,Non-viral
SRR20766474.8549.1,Non-viral
SRR20766474.8550.1,Non-viral
SRR20766474.8557.1,Non-viral
SRR20766474.8560.1,Non-viral
SRR20766474.8563.1,Non-viral
SRR20766474.8564.1,Non-viral
SRR20766474.8565.1,Non-viral
SRR20766474.8567.1,Non-viral
SRR20766474.8572.1,Non-viral
SRR20766474.8575.1,Non-viral
SRR20766474.8578.1,Non-viral
SRR20766474.8580.1,Non-viral
SRR20766474.8581.1,Non-viral
SRR20766474.8584.1,Non-viral
SRR20766474.8586.1,Non-viral
SRR20766474.8588.1,Non-viral
SRR20766474.8590.1,Non-viral
SRR20766474.8591.1,Non-viral
SRR20766474.8593.1,Non-viral
SRR20766474.8606.1,Non-viral
SRR20766474.8607.1,Non-viral
SRR20766474.8616.1,Non-viral
SRR20766474.8617.1,Non-viral
SRR20766474.8619.1,Non-viral
SRR20766474.8624.1,Non-viral
SRR20766474.8627.1,Non-viral
SRR20766474.8629.1,Non-viral
SRR20766474.8630.1,Non-viral
SRR20766474.8632.1,Non-viral
SRR20766474.8638.1,Non-viral
SRR20766474.8642.1,Non-viral
SRR20766474.8647.1,Non-viral
SRR20766474.8649.1,Non-viral
SRR20766474.8650.1,Non-viral
SRR20766474.8653.1,Non-viral
SRR20766474.8654.1,Non-viral
SRR20766474.8656.1,Non-viral
SRR20766474.8660.1,Non-viral
SRR20766474.8661.1,Non-viral
SRR20766474.8662.1,Non-viral
SRR20766474.8665.1,Non-viral
SRR20766474.8667.1,Non-viral
SRR20766474.8668.1,Non-viral
SRR20766474.8669.1,Non-viral
SRR20766474.8674.1,Non-viral
SRR20766474.8676.1,Non-viral
SRR20766474.8682.1,Non-viral
SRR20766474.8688.1,Non-viral
SRR20766474.8690.1,Non-viral
SRR20766474.8691.1,Non-viral
SRR20766474.8692.1,Non-viral
SRR20766474.8697.1,Non-viral
SRR20766474.8698.1,Non-viral
